timestamp,ward,ward_name,total_beds,occupied_beds,available_beds,occupancy_rate,occupancy_percent,admissions,discharges,net_change,rag_status,hour,weekday,is_weekend
2026-06-11 06:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,1,-1,RED,6,3,0
2026-06-11 06:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,0,2,-2,RED,6,3,0
2026-06-11 06:00:00,Surgical Ward,Surgical & Post-Op Ward,80,76,4,0.95,95.0,1,3,-2,RED,6,3,0
2026-06-11 06:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,0,2,RED,6,3,0
2026-06-11 07:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,7,3,0
2026-06-11 07:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,7,3,0
2026-06-11 07:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,4,6,-2,RED,7,3,0
2026-06-11 07:00:00,Surgical Ward,Surgical & Post-Op Ward,80,79,1,0.9875,98.8,6,3,3,RED,7,3,0
2026-06-11 07:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,0,0,0,RED,7,3,0
2026-06-11 08:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,1,0,RED,8,3,0
2026-06-11 08:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,8,3,0
2026-06-11 08:00:00,General Medicine,General Medicine Ward,120,124,0,1.0333,103.3,6,7,-1,RED,8,3,0
2026-06-11 08:00:00,Surgical Ward,Surgical & Post-Op Ward,80,82,0,1.025,102.5,5,2,3,RED,8,3,0
2026-06-11 08:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,0,2,RED,8,3,0
2026-06-11 09:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,4,-2,RED,9,3,0
2026-06-11 09:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,9,3,0
2026-06-11 09:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,6,0,6,RED,9,3,0
2026-06-11 09:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,7,2,5,RED,9,3,0
2026-06-11 09:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,1,1,RED,9,3,0
2026-06-11 10:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,5,6,-1,RED,10,3,0
2026-06-11 10:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,1,-1,RED,10,3,0
2026-06-11 10:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,5,7,-2,RED,10,3,0
2026-06-11 10:00:00,Surgical Ward,Surgical & Post-Op Ward,80,83,0,1.0375,103.8,3,6,-3,RED,10,3,0
2026-06-11 10:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,3,1,2,RED,10,3,0
2026-06-11 11:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,5,3,2,RED,11,3,0
2026-06-11 11:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,1,1,RED,11,3,0
2026-06-11 11:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,4,4,0,RED,11,3,0
2026-06-11 11:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,6,3,3,RED,11,3,0
2026-06-11 11:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,3,2,1,RED,11,3,0
2026-06-11 12:00:00,Emergency,Emergency Department (ED),50,50,0,1.0,100.0,2,5,-3,RED,12,3,0
2026-06-11 12:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,3,1,2,RED,12,3,0
2026-06-11 12:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,2,3,RED,12,3,0
2026-06-11 12:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,0,5,RED,12,3,0
2026-06-11 12:00:00,Pediatrics,Pediatric Ward,40,41,0,1.025,102.5,1,3,-2,RED,12,3,0
2026-06-11 13:00:00,Emergency,Emergency Department (ED),50,47,3,0.94,94.0,2,5,-3,RED,13,3,0
2026-06-11 13:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,1,-1,RED,13,3,0
2026-06-11 13:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,3,4,-1,RED,13,3,0
2026-06-11 13:00:00,Surgical Ward,Surgical & Post-Op Ward,80,84,0,1.05,105.0,1,3,-2,RED,13,3,0
2026-06-11 13:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,0,3,-3,RED,13,3,0
2026-06-11 14:00:00,Emergency,Emergency Department (ED),50,48,2,0.96,96.0,4,3,1,RED,14,3,0
2026-06-11 14:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,1,1,RED,14,3,0
2026-06-11 14:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,6,1,RED,14,3,0
2026-06-11 14:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,7,4,3,RED,14,3,0
2026-06-11 14:00:00,Pediatrics,Pediatric Ward,40,37,3,0.925,92.5,0,1,-1,RED,14,3,0
2026-06-11 15:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,6,2,4,RED,15,3,0
2026-06-11 15:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,15,3,0
2026-06-11 15:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,2,4,-2,RED,15,3,0
2026-06-11 15:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,1,2,-1,RED,15,3,0
2026-06-11 15:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,2,3,-1,RED,15,3,0
2026-06-11 16:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,2,0,RED,16,3,0
2026-06-11 16:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,1,-1,RED,16,3,0
2026-06-11 16:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,3,1,2,RED,16,3,0
2026-06-11 16:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,3,1,2,RED,16,3,0
2026-06-11 16:00:00,Pediatrics,Pediatric Ward,40,35,5,0.875,87.5,0,1,-1,AMBER,16,3,0
2026-06-11 17:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,3,2,1,RED,17,3,0
2026-06-11 17:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,0,2,RED,17,3,0
2026-06-11 17:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,2,3,RED,17,3,0
2026-06-11 17:00:00,Surgical Ward,Surgical & Post-Op Ward,80,84,0,1.05,105.0,0,2,-2,RED,17,3,0
2026-06-11 17:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,3,2,1,RED,17,3,0
2026-06-11 18:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,11,2,9,RED,18,3,0
2026-06-11 18:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,18,3,0
2026-06-11 18:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,8,5,3,RED,18,3,0
2026-06-11 18:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,4,3,1,RED,18,3,0
2026-06-11 18:00:00,Pediatrics,Pediatric Ward,40,37,3,0.925,92.5,1,0,1,RED,18,3,0
2026-06-11 19:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,8,3,5,RED,19,3,0
2026-06-11 19:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,19,3,0
2026-06-11 19:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,6,4,2,RED,19,3,0
2026-06-11 19:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,3,0,3,RED,19,3,0
2026-06-11 19:00:00,Pediatrics,Pediatric Ward,40,36,4,0.9,90.0,0,1,-1,RED,19,3,0
2026-06-11 20:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,1,4,RED,20,3,0
2026-06-11 20:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,3,0,3,RED,20,3,0
2026-06-11 20:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,4,0,RED,20,3,0
2026-06-11 20:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,1,4,RED,20,3,0
2026-06-11 20:00:00,Pediatrics,Pediatric Ward,40,37,3,0.925,92.5,1,0,1,RED,20,3,0
2026-06-11 21:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,7,3,4,RED,21,3,0
2026-06-11 21:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,21,3,0
2026-06-11 21:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,8,3,5,RED,21,3,0
2026-06-11 21:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,1,1,0,RED,21,3,0
2026-06-11 21:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,2,1,1,RED,21,3,0
2026-06-11 22:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,1,5,RED,22,3,0
2026-06-11 22:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,1,0,RED,22,3,0
2026-06-11 22:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,4,3,1,RED,22,3,0
2026-06-11 22:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,3,2,1,RED,22,3,0
2026-06-11 22:00:00,Pediatrics,Pediatric Ward,40,38,2,0.95,95.0,0,0,0,RED,22,3,0
2026-06-11 23:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,0,3,-3,RED,23,3,0
2026-06-11 23:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,1,-1,RED,23,3,0
2026-06-11 23:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,0,3,-3,RED,23,3,0
2026-06-11 23:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,4,1,3,RED,23,3,0
2026-06-11 23:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,2,1,1,RED,23,3,0
2026-06-12 00:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,4,2,2,RED,0,4,0
2026-06-12 00:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,0,4,0
2026-06-12 00:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,4,2,2,RED,0,4,0
2026-06-12 00:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,0,0,0,RED,0,4,0
2026-06-12 00:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,2,2,0,RED,0,4,0
2026-06-12 01:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,2,4,-2,RED,1,4,0
2026-06-12 01:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,1,4,0
2026-06-12 01:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,2,1,1,RED,1,4,0
2026-06-12 01:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,0,1,-1,RED,1,4,0
2026-06-12 01:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,1,0,1,RED,1,4,0
2026-06-12 02:00:00,Emergency,Emergency Department (ED),50,50,0,1.0,100.0,0,1,-1,RED,2,4,0
2026-06-12 02:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,2,4,0
2026-06-12 02:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,1,0,1,RED,2,4,0
2026-06-12 02:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,2,0,2,RED,2,4,0
2026-06-12 02:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,0,0,0,RED,2,4,0
2026-06-12 03:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,1,0,1,RED,3,4,0
2026-06-12 03:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,3,4,0
2026-06-12 03:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,2,0,2,RED,3,4,0
2026-06-12 03:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,2,0,2,RED,3,4,0
2026-06-12 03:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,0,0,0,RED,3,4,0
2026-06-12 04:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,1,1,RED,4,4,0
2026-06-12 04:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,4,4,0
2026-06-12 04:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,1,0,1,RED,4,4,0
2026-06-12 04:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,0,0,0,RED,4,4,0
2026-06-12 04:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,0,1,-1,RED,4,4,0
2026-06-12 05:00:00,Emergency,Emergency Department (ED),50,53,0,1.06,106.0,2,1,1,RED,5,4,0
2026-06-12 05:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,5,4,0
2026-06-12 05:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,2,0,2,RED,5,4,0
2026-06-12 05:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,4,3,1,RED,5,4,0
2026-06-12 05:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,0,0,0,RED,5,4,0
2026-06-12 06:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,6,4,0
2026-06-12 06:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,1,1,RED,6,4,0
2026-06-12 06:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,2,0,2,RED,6,4,0
2026-06-12 06:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,1,4,RED,6,4,0
2026-06-12 06:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,1,0,1,RED,6,4,0
2026-06-12 07:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,2,2,RED,7,4,0
2026-06-12 07:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,7,4,0
2026-06-12 07:00:00,General Medicine,General Medicine Ward,120,128,0,1.0667,106.7,0,1,-1,RED,7,4,0
2026-06-12 07:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,0,5,RED,7,4,0
2026-06-12 07:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,1,2,-1,RED,7,4,0
2026-06-12 08:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,8,4,0
2026-06-12 08:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,8,4,0
2026-06-12 08:00:00,General Medicine,General Medicine Ward,120,123,0,1.025,102.5,0,5,-5,RED,8,4,0
2026-06-12 08:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,0,5,RED,8,4,0
2026-06-12 08:00:00,Pediatrics,Pediatric Ward,40,39,1,0.975,97.5,1,1,0,RED,8,4,0
2026-06-12 09:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,9,4,0
2026-06-12 09:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,9,4,0
2026-06-12 09:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,6,3,3,RED,9,4,0
2026-06-12 09:00:00,Surgical Ward,Surgical & Post-Op Ward,80,84,0,1.05,105.0,2,4,-2,RED,9,4,0
2026-06-12 09:00:00,Pediatrics,Pediatric Ward,40,42,0,1.05,105.0,3,0,3,RED,9,4,0
2026-06-12 10:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,4,6,-2,RED,10,4,0
2026-06-12 10:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,1,2,-1,RED,10,4,0
2026-06-12 10:00:00,General Medicine,General Medicine Ward,120,124,0,1.0333,103.3,5,7,-2,RED,10,4,0
2026-06-12 10:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,7,2,5,RED,10,4,0
2026-06-12 10:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,3,2,1,RED,10,4,0
2026-06-12 11:00:00,Emergency,Emergency Department (ED),50,51,0,1.02,102.0,2,3,-1,RED,11,4,0
2026-06-12 11:00:00,ICU,Intensive Care Unit (ICU),30,30,0,1.0,100.0,0,1,-1,RED,11,4,0
2026-06-12 11:00:00,General Medicine,General Medicine Ward,120,123,0,1.025,102.5,6,7,-1,RED,11,4,0
2026-06-12 11:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,7,2,5,RED,11,4,0
2026-06-12 11:00:00,Pediatrics,Pediatric Ward,40,41,0,1.025,102.5,2,4,-2,RED,11,4,0
2026-06-12 12:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,2,3,RED,12,4,0
2026-06-12 12:00:00,ICU,Intensive Care Unit (ICU),30,30,0,1.0,100.0,0,0,0,RED,12,4,0
2026-06-12 12:00:00,General Medicine,General Medicine Ward,120,121,0,1.0083,100.8,2,4,-2,RED,12,4,0
2026-06-12 12:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,4,0,4,RED,12,4,0
2026-06-12 12:00:00,Pediatrics,Pediatric Ward,40,42,0,1.05,105.0,1,0,1,RED,12,4,0
2026-06-12 13:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,8,4,4,RED,13,4,0
2026-06-12 13:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,1,0,1,RED,13,4,0
2026-06-12 13:00:00,General Medicine,General Medicine Ward,120,119,1,0.9917,99.2,1,3,-2,RED,13,4,0
2026-06-12 13:00:00,Surgical Ward,Surgical & Post-Op Ward,80,82,0,1.025,102.5,1,5,-4,RED,13,4,0
2026-06-12 13:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,0,2,-2,RED,13,4,0
2026-06-12 14:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,3,1,RED,14,4,0
2026-06-12 14:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,14,4,0
2026-06-12 14:00:00,General Medicine,General Medicine Ward,120,120,0,1.0,100.0,8,7,1,RED,14,4,0
2026-06-12 14:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,4,1,3,RED,14,4,0
2026-06-12 14:00:00,Pediatrics,Pediatric Ward,40,40,0,1.0,100.0,1,1,0,RED,14,4,0
2026-06-12 15:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,3,1,RED,15,4,0
2026-06-12 15:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,15,4,0
2026-06-12 15:00:00,General Medicine,General Medicine Ward,120,122,0,1.0167,101.7,4,2,2,RED,15,4,0
2026-06-12 15:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,4,1,RED,15,4,0
2026-06-12 15:00:00,Pediatrics,Pediatric Ward,40,41,0,1.025,102.5,1,0,1,RED,15,4,0
2026-06-12 16:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,5,1,RED,16,4,0
2026-06-12 16:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,16,4,0
2026-06-12 16:00:00,General Medicine,General Medicine Ward,120,127,0,1.0583,105.8,9,4,5,RED,16,4,0
2026-06-12 16:00:00,Surgical Ward,Surgical & Post-Op Ward,80,84,0,1.05,105.0,2,4,-2,RED,16,4,0
2026-06-12 16:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,3,0,3,RED,16,4,0
2026-06-12 17:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,5,2,3,RED,17,4,0
2026-06-12 17:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,1,1,RED,17,4,0
2026-06-12 17:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,3,4,RED,17,4,0
2026-06-12 17:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,3,0,3,RED,17,4,0
2026-06-12 17:00:00,Pediatrics,Pediatric Ward,40,42,0,1.05,105.0,0,1,-1,RED,17,4,0
2026-06-12 18:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,18,4,0
2026-06-12 18:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,18,4,0
2026-06-12 18:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,3,2,RED,18,4,0
2026-06-12 18:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,1,0,1,RED,18,4,0
2026-06-12 18:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,0,2,RED,18,4,0
2026-06-12 19:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,4,1,3,RED,19,4,0
2026-06-12 19:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,19,4,0
2026-06-12 19:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,3,6,-3,RED,19,4,0
2026-06-12 19:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,1,2,-1,RED,19,4,0
2026-06-12 19:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,0,0,0,RED,19,4,0
2026-06-12 20:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,7,3,4,RED,20,4,0
2026-06-12 20:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,20,4,0
2026-06-12 20:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,1,4,RED,20,4,0
2026-06-12 20:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,4,0,4,RED,20,4,0
2026-06-12 20:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,1,0,1,RED,20,4,0
2026-06-12 21:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,8,2,6,RED,21,4,0
2026-06-12 21:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,2,1,1,RED,21,4,0
2026-06-12 21:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,0,5,RED,21,4,0
2026-06-12 21:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,1,1,0,RED,21,4,0
2026-06-12 21:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,1,1,RED,21,4,0
2026-06-12 22:00:00,Emergency,Emergency Department (ED),50,52,0,1.04,104.0,2,4,-2,RED,22,4,0
2026-06-12 22:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,22,4,0
2026-06-12 22:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,5,3,2,RED,22,4,0
2026-06-12 22:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,5,4,1,RED,22,4,0
2026-06-12 22:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,0,0,0,RED,22,4,0
2026-06-12 23:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,3,3,RED,23,4,0
2026-06-12 23:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,23,4,0
2026-06-12 23:00:00,General Medicine,General Medicine Ward,120,129,0,1.075,107.5,7,4,3,RED,23,4,0
2026-06-12 23:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,4,1,3,RED,23,4,0
2026-06-12 23:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,0,2,RED,23,4,0
2026-06-13 00:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,3,1,2,RED,0,5,1
2026-06-13 00:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,0,0,0,RED,0,5,1
2026-06-13 00:00:00,General Medicine,General Medicine Ward,120,124,0,1.0333,103.3,0,5,-5,RED,0,5,1
2026-06-13 00:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,0,0,0,RED,0,5,1
2026-06-13 00:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,2,0,RED,0,5,1
2026-06-13 01:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,6,2,4,RED,1,5,1
2026-06-13 01:00:00,ICU,Intensive Care Unit (ICU),30,32,0,1.0667,106.7,1,0,1,RED,1,5,1
2026-06-13 01:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,1,0,1,RED,1,5,1
2026-06-13 01:00:00,Surgical Ward,Surgical & Post-Op Ward,80,86,0,1.075,107.5,1,1,0,RED,1,5,1
2026-06-13 01:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,2,1,1,RED,1,5,1
2026-06-13 02:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,1,0,1,RED,2,5,1
2026-06-13 02:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,1,2,-1,RED,2,5,1
2026-06-13 02:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,0,0,0,RED,2,5,1
2026-06-13 02:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,0,1,-1,RED,2,5,1
2026-06-13 02:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,0,0,0,RED,2,5,1
2026-06-13 03:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,0,0,0,RED,3,5,1
2026-06-13 03:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,3,5,1
2026-06-13 03:00:00,General Medicine,General Medicine Ward,120,125,0,1.0417,104.2,0,0,0,RED,3,5,1
2026-06-13 03:00:00,Surgical Ward,Surgical & Post-Op Ward,80,85,0,1.0625,106.2,0,0,0,RED,3,5,1
2026-06-13 03:00:00,Pediatrics,Pediatric Ward,40,43,0,1.075,107.5,1,0,1,RED,3,5,1
2026-06-13 04:00:00,Emergency,Emergency Department (ED),50,54,0,1.08,108.0,3,0,3,RED,4,5,1
2026-06-13 04:00:00,ICU,Intensive Care Unit (ICU),30,31,0,1.0333,103.3,0,0,0,RED,4,5,1
2026-06-13 04:00:00,General Medicine,General Medicine Ward,120,126,0,1.05,105.0,1,0,1,RED,4,5,1
